62.00	25.51
123.00	25.42
184.00	25.39
245.00	25.25
306.00	25.15
367.00	25.14
428.00	25.02
489.00	24.93
550.00	24.85
611.00	24.75
672.00	24.76
733.00	24.7
794.00	24.57
855.00	24.54
916.00	24.43
977.00	24.42
1038.00	24.3
1099.00	24.24
1160.00	24.15
1221.00	24.14
1282.00	24.01
1343.00	24.01
1404.00	23.94
1465.00	23.87
1526.00	23.81
1587.00	23.73
1648.00	23.65
1709.00	23.64
1770.00	23.61
1831.00	23.53
1892.00	23.4
1953.00	23.33
2014.00	23.33
2075.00	23.29
2136.00	23.14
2197.00	23.1
2258.00	23.08
2319.00	23.03
2380.00	22.93
2441.00	22.87
2502.00	22.85
2563.00	22.79
2624.00	22.68
2685.00	22.68
2746.00	22.59
2807.00	22.59
2868.00	22.53
2929.00	22.46
2990.00	22.38
3051.00	22.4
3112.00	22.25
3173.00	22.14
3234.00	22.16
3295.00	22.11
3356.00	22.13
3417.00	22.05
3478.00	21.95
3539.00	22
3600.00	21.89
3661.00	21.81
