62.00	25.02
123.00	24.87
184.00	24.75
245.00	24.64
306.00	24.54
367.00	24.47
428.00	24.36
489.00	24.28
550.00	24.25
611.00	24.15
672.00	24.15
733.00	24.01
794.00	23.87
855.00	23.88
916.00	23.81
977.00	23.74
1038.00	23.72
1099.00	23.62
1160.00	23.64
1221.00	23.51
1282.00	23.46
1343.00	23.4
1404.00	23.29
1465.00	23.27
1526.00	23.18
1587.00	23.14
1648.00	23.1
1709.00	23.05
1770.00	23.06
1831.00	23.01
1892.00	22.84
1953.00	22.81
2014.00	22.81
2075.00	22.7
2136.00	22.71
2197.00	22.65
2258.00	22.56
2319.00	22.49
2380.00	22.49
2441.00	22.45
2502.00	22.39
2563.00	22.33
2624.00	22.31
2685.00	22.22
2746.00	22.14
2807.00	22.08
2868.00	22.09
2929.00	22.05
2990.00	21.94
3051.00	21.96
3112.00	21.93
3173.00	21.88
3234.00	21.81
3295.00	21.72
3356.00	21.72
3417.00	21.66
3478.00	21.6
3539.00	21.6
3600.00	21.5
3661.00	21.47
