62.00	24.54
123.00	24.55
184.00	24.56
245.00	24.59
306.00	24.59
367.00	24.51
428.00	24.54
489.00	24.54
550.00	24.51
611.00	24.46
672.00	24.5
733.00	24.45
794.00	24.5
855.00	24.4
916.00	24.4
977.00	24.48
1038.00	24.44
1099.00	24.44
1160.00	24.42
1221.00	24.46
1282.00	24.4
1343.00	24.41
1404.00	24.5
1465.00	24.43
1526.00	24.4
1587.00	24.37
1648.00	24.35
1709.00	24.35
1770.00	24.36
1831.00	24.35
1892.00	24.37
1953.00	24.37
2014.00	24.37
2075.00	24.37
2136.00	24.34
2197.00	24.37
2258.00	24.33
2319.00	24.35
2380.00	24.3
2441.00	24.32
2502.00	24.29
2563.00	24.32
2624.00	24.28
2685.00	24.32
2746.00	24.3
2807.00	24.28
2868.00	24.31
2929.00	24.25
2990.00	24.23
3051.00	24.26
3112.00	24.25
3173.00	24.24
3234.00	24.25
3295.00	24.27
3356.00	24.25
3417.00	24.23
3478.00	24.2
3539.00	24.18
3600.00	24.17
3661.00	24.22
