62.00	26.9
123.00	26.83
184.00	26.79
245.00	26.68
306.00	26.55
367.00	26.55
428.00	26.43
489.00	26.35
550.00	26.27
611.00	26.19
672.00	26.18
733.00	26.08
794.00	26.07
855.00	25.93
916.00	25.86
977.00	25.78
1038.00	25.74
1099.00	25.62
1160.00	25.59
1221.00	25.56
1282.00	25.45
1343.00	25.44
1404.00	25.35
1465.00	25.27
1526.00	25.2
1587.00	25.13
1648.00	25.09
1709.00	24.96
1770.00	24.95
1831.00	24.93
1892.00	24.83
1953.00	24.76
2014.00	24.73
2075.00	24.66
2136.00	24.59
2197.00	24.5
2258.00	24.47
2319.00	24.47
2380.00	24.34
2441.00	24.27
2502.00	24.2
2563.00	24.16
2624.00	24.16
2685.00	24.08
2746.00	24.03
2807.00	24.04
2868.00	23.89
2929.00	23.79
2990.00	23.78
3051.00	23.72
3112.00	23.65
3173.00	23.63
3234.00	23.61
3295.00	23.56
3356.00	23.5
3417.00	23.51
3478.00	23.43
3539.00	23.43
3600.00	23.34
3661.00	23.26
