200.20	40.05
399.85	79.95
600.00	120.00
800.00	160.10
1000.00	200.15
1199.80	240.30
1400.00	280.45
1600.00	320.60
1800.00	360.85
2000.00	401.05
2200.00	441.35
2400.00	481.60
2600.00	521.80
2800.20	562.15
3000.00	602.40
3100.20	622.55
3200.20	642.75
3300.20	662.85
3400.20	683.05
3500.20	703.20
3600.00	723.30
3700.00	743.45
3800.00	763.65
3900.00	783.85
4000.00	804.05
4100.00	824.25
4200.00	844.50
4300.20	864.70
4400.20	884.95
4500.20	905.25
4600.20	925.50
4700.00	945.85
4800.00	966.15
4900.00	986.50
