199.40	39.75
399.40	79.75
599.60	119.75
800.60	159.75
999.80	199.85
1199.80	239.95
1399.80	280.00
1599.80	320.10
1799.60	360.30
1999.80	400.45
2199.80	440.65
2399.80	480.85
2600.00	521.15
2800.00	561.40
3000.20	601.65
3100.20	621.80
3200.00	641.90
3300.00	662.05
3400.00	682.20
3500.20	702.40
3600.00	722.55
3700.20	742.80
3799.80	763.10
3900.00	783.20
4000.00	803.35
4100.20	823.65
4200.20	843.90
4300.20	864.10
4400.20	884.40
4500.20	904.70
4600.20	924.95
4700.00	945.35
4800.20	965.65
4900.20	986.10
