199.60	39.95
399.60	79.95
599.60	120.00
799.80	160.10
999.80	200.30
1200.00	240.45
1399.80	280.60
1599.80	320.80
1799.80	361.00
1999.80	401.30
2199.80	441.55
2400.00	481.80
2600.00	522.10
2800.00	562.45
3000.20	602.75
3100.20	622.90
3200.00	643.05
3300.00	663.20
3400.00	683.35
3500.00	703.50
3600.20	723.70
3700.20	743.90
3800.20	764.05
3900.20	784.25
4000.20	804.45
4100.20	824.70
4200.20	844.90
4300.20	865.10
4400.20	885.40
4500.20	905.60
4600.20	925.85
4700.00	946.20
4800.00	966.45
4900.20	986.85
