199.40	39.95
399.40	80.15
599.60	120.40
799.80	160.60
999.80	200.90
1199.80	241.20
1399.80	281.45
1599.80	321.70
1799.60	362.00
1999.80	402.30
2199.80	442.65
2399.80	482.95
2600.00	523.30
2800.00	563.60
3000.20	603.90
3100.20	624.05
3200.00	644.20
3300.00	664.40
3400.00	684.55
3500.20	704.75
3600.20	724.90
3700.20	754.05
3800.20	765.20
3900.20	785.40
4000.20	805.55
4100.20	825.75
4200.20	845.95
4300.20	866.10
4400.20	886.30
4500.20	906.60
4599.80	927.05
4700.00	947.15
4800.20	967.40
4900.00	988.30
