199.80	39.90
399.60	79.90
599.60	119.90
799.80	160.00
999.80	200.20
1199.80	240.35
1399.80	280.50
1599.80	320.70
1799.80	360.90
1999.80	401.20
2199.80	441.50
2399.80	481.75
2600.00	522.05
2800.00	562.40
3000.00	602.75
3100.20	622.95
3200.00	643.05
3300.00	663.25
3400.00	683.40
3500.20	703.60
3600.00	723.80
3700.20	744.00
3800.00	764.20
3900.20	784.40
4000.20	804.60
4100.20	824.80
4200.20	845.10
4300.20	865.30
4400.20	885.60
4500.20	905.85
4600.20	926.15
4700.00	946.45
4800.20	966.75
4900.20	987.15
