199.20	39.55
399.00	79.35
599.20	119.20
799.40	159.05
999.40	199.00
1199.60	238.90
1399.60	278.80
1599.60	318.75
1799.60	358.75
1999.60	398.70
2199.80	438.70
2399.60	478.65
2599.80	518.70
2800.00	558.70
2999.80	598.70
3099.80	618.70
3199.80	638.65
3299.80	658.65
3399.80	678.70
3500.00	698.70
3600.00	718.75
3700.00	738.70
3800.20	758.75
3900.20	778.80
4000.20	798.80
4100.20	818.85
4200.20	838.85
4300.40	858.95
4400.20	879.00
4500.60	899.05
4600.40	919.15
4700.60	939.25
4800.60	959.35
4900.60	979.45
