199.60	39.85
399.60	79.85
599.60	119.85
799.80	159.90
999.80	200.05
1199.80	240.15
1399.80	280.30
1599.80	320.45
1799.60	360.65
1999.80	400.85
2199.80	441.05
2399.80	481.30
2600.00	521.55
2800.20	561.80
3000.20	602.05
3100.20	622.20
3200.00	642.25
3300.00	662.40
3400.00	682.55
3500.20	702.70
3600.20	722.80
3700.20	742.95
3800.20	763.15
3900.20	783.30
4000.20	803.45
4100.20	823.60
4200.20	843.75
4300.20	863.95
4400.20	884.15
4500.20	904.35
4600.20	924.55
4700.20	944.75
4800.20	965.00
4900.20	985.25
