199.20	39.70
399.40	79.65
599.60	119.60
799.80	159.60
999.80	199.70
1199.80	239.75
1399.80	279.80
1599.80	319.90
1799.80	360.05
1999.80	400.20
2199.80	440.40
2399.80	480.55
2600.00	520.85
2800.00	561.10
3000.20	601.30
3100.20	621.45
3200.00	641.55
3300.00	661.70
3400.00	681.85
3500.20	702.05
3600.20	722.25
3700.20	742.40
3800.20	762.60
3900.20	782.80
4000.20	803.00
4100.20	823.20
4200.20	843.45
4300.20	863.70
4400.20	883.90
4500.20	904.15
4600.20	924.55
4700.00	944.90
4800.20	965.20
4900.20	985.60
