62.00	27.96
123.00	27.84
184.00	27.66
245.00	27.61
306.00	27.49
367.00	27.35
428.00	27.26
489.00	27.09
550.00	26.95
611.00	26.87
672.00	26.73
733.00	26.63
794.00	26.45
855.00	26.35
916.00	26.31
977.00	26.16
1038.00	26
1099.00	25.9
1160.00	25.84
1221.00	25.71
1282.00	25.56
1343.00	25.52
1404.00	25.39
1465.00	25.26
1526.00	25.12
1587.00	25.01
1648.00	24.87
1709.00	24.8
1770.00	24.65
1831.00	24.6
1892.00	24.52
1953.00	24.32
2014.00	24.33
2075.00	24.25
2136.00	24.06
2197.00	23.98
2258.00	23.9
2319.00	23.72
2380.00	23.63
2441.00	23.57
2502.00	23.47
2563.00	23.35
2624.00	23.19
2685.00	23.14
2746.00	23.07
2807.00	22.96
2868.00	22.94
2929.00	22.78
2990.00	22.72
3051.00	22.62
3112.00	22.46
3173.00	22.39
3234.00	22.35
3295.00	22.23
3356.00	22.18
3417.00	22.05
3478.00	21.97
3539.00	21.93
3600.00	21.79
3661.00	21.69
