62.00	25.63
123.00	25.52
184.00	25.46
245.00	25.48
306.00	25.4
367.00	25.21
428.00	25.25
489.00	25.11
550.00	25.06
611.00	24.99
672.00	24.94
733.00	24.91
794.00	24.79
855.00	24.81
916.00	24.71
977.00	24.7
1038.00	24.49
1099.00	24.42
1160.00	24.41
1221.00	24.36
1282.00	24.3
1343.00	24.21
1404.00	24.15
1465.00	24.11
1526.00	24.04
1587.00	23.95
1648.00	23.94
1709.00	23.76
1770.00	23.73
1831.00	23.72
1892.00	23.57
1953.00	23.56
2014.00	23.45
2075.00	23.45
2136.00	23.38
2197.00	23.33
2258.00	23.28
2319.00	23.23
2380.00	23.15
2441.00	23.05
2502.00	23.09
2563.00	23.05
2624.00	22.91
