62.00	26.47
123.00	26.44
184.00	26.43
245.00	26.33
306.00	26.34
367.00	26.37
428.00	26.37
489.00	26.31
550.00	26.39
611.00	26.3
672.00	26.3
733.00	26.29
794.00	26.27
855.00	26.25
916.00	26.23
977.00	26.25
1038.00	26.24
1099.00	26.25
1160.00	26.17
1221.00	26.18
1282.00	26.14
1343.00	26.11
1404.00	26.05
1465.00	26.11
1526.00	26.08
1587.00	26.14
1648.00	26.06
1709.00	26.1
1770.00	26.08
1831.00	26.05
1892.00	26.09
1953.00	26.08
2014.00	26.05
2075.00	26.08
2136.00	26.03
2197.00	26.01
2258.00	25.99
2319.00	25.93
2380.00	26.01
2441.00	25.96
2502.00	25.87
2563.00	25.92
2624.00	25.79
2685.00	25.8
2746.00	25.85
2807.00	25.83
2868.00	25.83
2929.00	25.86
2990.00	25.84
3051.00	25.87
3112.00	25.81
3173.00	25.81
3234.00	25.76
3295.00	25.79
3356.00	25.79
3417.00	25.79
3478.00	25.76
3539.00	25.77
3600.00	25.79
3661.00	25.74
