62.00	25.04
123.00	25.08
184.00	24.97
245.00	24.81
306.00	24.78
367.00	24.7
428.00	24.65
489.00	24.55
550.00	24.5
611.00	24.41
672.00	24.35
733.00	24.31
794.00	24.18
855.00	24.16
916.00	24.08
977.00	23.98
1038.00	23.88
1099.00	23.95
1160.00	23.82
1221.00	23.69
1282.00	23.65
1343.00	23.61
1404.00	23.52
1465.00	23.44
1526.00	23.37
1587.00	23.36
1648.00	23.22
1709.00	23.17
1770.00	23.14
1831.00	23.09
1892.00	23.01
1953.00	22.95
2014.00	22.9
2075.00	22.83
2136.00	22.76
2197.00	22.64
2258.00	22.65
2319.00	22.53
2380.00	22.52
2441.00	22.44
2502.00	22.43
2563.00	22.38
2624.00	22.22
2685.00	22.16
2746.00	22.14
2807.00	22.09
2868.00	21.99
2929.00	21.96
2990.00	21.94
3051.00	21.89
3112.00	21.75
3173.00	21.71
3234.00	21.68
3295.00	21.65
3356.00	21.55
3417.00	21.44
3478.00	21.41
3539.00	21.34
3600.00	21.29
3661.00	21.24
