62.00	26.91
123.00	26.86
184.00	26.77
245.00	26.74
306.00	26.73
367.00	26.69
428.00	26.62
489.00	26.6
550.00	26.57
611.00	26.62
672.00	26.59
733.00	26.48
794.00	26.56
855.00	26.43
916.00	26.44
977.00	26.38
1038.00	26.37
1099.00	26.39
1160.00	26.38
1221.00	26.41
1282.00	26.32
1343.00	26.28
1404.00	26.28
1465.00	26.27
1526.00	26.23
1587.00	26.24
1648.00	26.22
1709.00	26.25
1770.00	26.19
1831.00	26.16
1892.00	26.16
1953.00	26.1
2014.00	26.08
2075.00	26.13
2136.00	26.06
2197.00	26.04
2258.00	26.06
2319.00	26.04
2380.00	26.12
2441.00	25.96
2502.00	26.02
2563.00	26.01
2624.00	25.98
2685.00	26
2746.00	26.01
2807.00	25.96
2868.00	25.98
2929.00	25.89
2990.00	25.95
3051.00	25.9
3112.00	25.87
3173.00	25.89
3234.00	25.84
3295.00	25.86
3356.00	25.86
3417.00	25.82
3478.00	25.8
3539.00	25.78
3600.00	25.8
3661.00	25.78
3722.00	25.76
3783.00	25.72
3844.00	25.7
3905.00	25.72
3966.00	25.71
4027.00	25.68
4088.00	25.69
