62.00	24.31
123.00	24.28
184.00	24.24
245.00	24.23
306.00	24.17
367.00	24.19
428.00	24.14
489.00	24.12
550.00	24.07
611.00	24.08
672.00	24.03
733.00	23.97
794.00	24.03
855.00	23.9
916.00	23.88
977.00	23.87
1038.00	23.89
1099.00	23.85
1160.00	23.74
1221.00	23.74
1282.00	23.77
1343.00	23.72
1404.00	23.72
1465.00	23.61
1526.00	23.57
1587.00	23.6
1648.00	23.57
1709.00	23.61
1770.00	23.56
1831.00	23.53
1892.00	23.55
1953.00	23.47
2014.00	23.44
2075.00	23.45
2136.00	23.42
2197.00	23.48
2258.00	23.4
2319.00	23.38
2380.00	23.38
2441.00	23.33
2502.00	23.3
2563.00	23.27
2624.00	23.25
2685.00	23.27
2746.00	23.18
2807.00	23.13
2868.00	23.11
2929.00	23.08
2990.00	23.1
3051.00	23.08
3112.00	23.04
3173.00	23.05
3234.00	23.01
3295.00	23.02
3356.00	22.95
3417.00	22.91
3478.00	22.92
3539.00	22.93
3600.00	22.9
